user_id,event_type,product_id,timestamp
12,viewed,20,2025-05-20
12,viewed,138,2025-04-18
12,add-to-cart,84,2025-05-01
12,purchased,176,2025-03-24
12,add-to-cart,170,2025-04-16
12,viewed,80,2025-04-21
12,viewed,158,2025-04-27
12,viewed,104,2025-04-16
12,viewed,169,2025-05-20
12,add-to-cart,65,2025-05-09
12,viewed,94,2025-04-02
12,viewed,129,2025-03-24
12,add-to-cart,118,2025-04-10
12,viewed,109,2025-03-30
12,add-to-cart,114,2025-04-25
13,add-to-cart,19,2024-10-22
13,viewed,192,2024-12-04
13,viewed,200,2024-10-20
13,viewed,23,2024-11-10
13,viewed,183,2024-11-19
13,purchased,104,2024-12-03
13,viewed,100,2024-11-27
13,viewed,36,2024-11-12
13,viewed,80,2024-12-05
13,viewed,197,2024-10-20
13,viewed,13,2024-10-17
13,viewed,19,2024-12-01
13,add-to-cart,18,2024-12-07
13,viewed,190,2024-10-17
13,viewed,109,2024-12-02
13,purchased,57,2024-10-11
13,viewed,186,2024-11-09
13,viewed,51,2024-11-21
13,viewed,74,2024-11-24
13,viewed,150,2024-11-14
13,viewed,195,2024-12-09
13,add-to-cart,71,2024-12-09
13,viewed,91,2024-11-11
14,viewed,31,2024-12-04
14,viewed,88,2024-11-20
14,purchased,5,2024-12-30
14,viewed,152,2025-01-16
14,purchased,37,2024-11-22
14,add-to-cart,49,2024-12-27
14,viewed,49,2025-01-15
14,viewed,23,2024-12-25
14,add-to-cart,7,2024-11-29
14,viewed,157,2024-12-22
14,viewed,156,2025-01-18
14,viewed,16,2025-01-10
14,add-to-cart,144,2025-01-07
14,viewed,27,2024-12-09
14,viewed,47,2024-12-29
14,viewed,145,2024-11-24
14,viewed,41,2024-11-19
14,viewed,54,2024-11-23
14,viewed,28,2024-12-19
14,viewed,136,2024-12-26
14,viewed,82,2024-12-25
14,viewed,134,2025-01-12
15,viewed,83,2024-07-09
15,purchased,27,2024-07-24
15,viewed,48,2024-08-10
15,viewed,59,2024-08-21
15,viewed,26,2024-07-18
15,viewed,81,2024-07-15
15,viewed,54,2024-08-07
15,add-to-cart,188,2024-08-16
15,viewed,120,2024-07-31
15,add-to-cart,128,2024-08-12
15,add-to-cart,91,2024-08-01
15,viewed,82,2024-08-07
15,add-to-cart,33,2024-07-16
15,viewed,84,2024-08-22
15,add-to-cart,95,2024-08-31
15,purchased,130,2024-07-10
15,add-to-cart,108,2024-08-25
15,viewed,172,2024-07-05
15,add-to-cart,144,2024-08-21
15,viewed,163,2024-08-08
15,viewed,107,2024-07-07
15,add-to-cart,3,2024-07-09
15,viewed,147,2024-07-02
15,viewed,152,2024-07-24
15,viewed,169,2024-08-30
15,add-to-cart,119,2024-08-18
15,viewed,31,2024-08-18
15,viewed,74,2024-08-14
15,viewed,145,2024-08-05
15,add-to-cart,142,2024-08-31
15,viewed,55,2024-08-18
15,purchased,193,2024-08-17
15,viewed,41,2024-07-19
15,viewed,163,2024-07-21
15,viewed,13,2024-08-20
15,viewed,186,2024-08-29
15,viewed,92,2024-08-09
15,viewed,118,2024-08-06
15,add-to-cart,33,2024-07-03
15,viewed,122,2024-08-15
16,add-to-cart,125,2024-10-12
16,add-to-cart,85,2024-09-12
16,viewed,47,2024-10-04
16,viewed,10,2024-10-17
16,viewed,179,2024-10-29
16,viewed,126,2024-09-10
16,viewed,58,2024-09-19
16,viewed,196,2024-10-22
16,add-to-cart,189,2024-09-11
16,viewed,57,2024-09-25
16,add-to-cart,120,2024-09-21
16,viewed,91,2024-09-29
16,viewed,185,2024-10-16
16,add-to-cart,174,2024-10-22
16,add-to-cart,156,2024-09-10
16,viewed,24,2024-10-18
16,add-to-cart,36,2024-10-10
16,add-to-cart,4,2024-10-11
16,viewed,179,2024-10-04
16,add-to-cart,51,2024-10-13
16,purchased,2,2024-09-29
16,purchased,21,2024-11-05
16,viewed,127,2024-11-06
16,viewed,144,2024-10-23
16,viewed,88,2024-10-22
16,viewed,72,2024-09-15
16,viewed,113,2024-09-19
16,viewed,145,2024-10-04
16,purchased,57,2024-09-29
16,viewed,151,2024-09-07
16,viewed,132,2024-09-18
16,viewed,121,2024-11-02
16,add-to-cart,113,2024-10-28
16,viewed,86,2024-10-29
16,viewed,151,2024-09-29
16,add-to-cart,58,2024-09-20
16,add-to-cart,70,2024-09-23
16,viewed,6,2024-10-27
16,add-to-cart,183,2024-09-10
16,add-to-cart,142,2024-09-20
16,purchased,118,2024-11-02
17,viewed,43,2024-07-08
17,viewed,66,2024-07-14
17,viewed,78,2024-06-24
17,add-to-cart,195,2024-07-15
17,purchased,86,2024-07-18
17,viewed,183,2024-06-04
17,viewed,173,2024-06-04
17,viewed,33,2024-07-29
17,viewed,17,2024-06-02
17,viewed,26,2024-06-27
17,viewed,131,2024-06-27
18,viewed,87,2025-01-26
18,add-to-cart,108,2025-02-10
18,viewed,16,2025-01-13
18,purchased,199,2024-12-24
18,viewed,141,2025-02-04
18,viewed,102,2025-01-29
18,viewed,157,2025-01-14
18,add-to-cart,134,2025-01-17
18,viewed,158,2025-01-06
18,purchased,33,2025-02-02
18,add-to-cart,93,2025-01-13
18,viewed,75,2025-01-25
18,add-to-cart,24,2024-12-20
18,viewed,44,2025-01-06
18,purchased,136,2025-02-10
18,viewed,98,2025-01-04
18,add-to-cart,40,2024-12-25
18,viewed,85,2025-01-22
18,viewed,183,2025-02-11
18,add-to-cart,69,2025-02-02
18,viewed,20,2025-01-04
18,viewed,178,2025-01-02
18,add-to-cart,195,2025-02-11
18,viewed,185,2025-02-09
18,viewed,168,2024-12-18
18,add-to-cart,89,2024-12-19
18,viewed,119,2025-01-15
18,viewed,168,2025-01-02
18,add-to-cart,147,2025-01-18
18,viewed,166,2025-01-27
18,add-to-cart,148,2025-01-19
18,add-to-cart,27,2024-12-18
18,add-to-cart,127,2025-01-13
18,viewed,143,2025-01-20
18,add-to-cart,66,2025-02-02
18,add-to-cart,99,2025-01-21
18,viewed,74,2025-01-30
18,add-to-cart,23,2024-12-31
18,purchased,108,2025-01-06
18,viewed,83,2025-01-20
18,viewed,4,2025-02-09
18,add-to-cart,190,2024-12-20
18,viewed,41,2025-01-10
18,add-to-cart,56,2025-02-05
18,viewed,87,2024-12-19
18,viewed,145,2025-02-13
18,add-to-cart,197,2024-12-21
19,viewed,70,2024-11-21
19,add-to-cart,104,2024-11-24
19,purchased,170,2024-12-06
19,viewed,5,2024-11-18
19,viewed,22,2024-11-01
19,viewed,138,2024-11-15
19,viewed,147,2024-10-14
19,viewed,158,2024-11-29
19,viewed,184,2024-11-18
19,viewed,165,2024-11-28
19,viewed,67,2024-10-14
19,viewed,90,2024-12-03
19,viewed,2,2024-11-27
19,add-to-cart,128,2024-11-10
19,viewed,18,2024-10-17
19,viewed,162,2024-10-29
19,viewed,155,2024-12-08
19,purchased,63,2024-10-12
19,viewed,140,2024-11-20
19,viewed,43,2024-11-09
19,add-to-cart,193,2024-11-02
19,add-to-cart,86,2024-12-04
19,viewed,118,2024-11-23
19,viewed,100,2024-12-05
19,add-to-cart,97,2024-12-05
19,viewed,67,2024-12-06
19,viewed,25,2024-11-10
19,purchased,125,2024-11-07
19,viewed,105,2024-11-23
19,viewed,113,2024-11-03
19,viewed,134,2024-11-23
19,viewed,151,2024-10-10
19,add-to-cart,127,2024-11-04
19,viewed,97,2024-10-15
19,viewed,189,2024-10-25
19,purchased,176,2024-10-29
19,viewed,66,2024-12-08
19,viewed,114,2024-11-11
19,viewed,113,2024-11-20
19,viewed,137,2024-11-06
20,add-to-cart,75,2024-11-12
20,viewed,62,2024-12-11
20,viewed,110,2025-01-01
20,purchased,54,2024-12-18
20,purchased,102,2024-12-28
20,viewed,172,2024-12-01
20,add-to-cart,93,2024-12-07
20,add-to-cart,129,2024-11-25
20,purchased,40,2024-11-18
20,viewed,36,2024-11-10
20,add-to-cart,132,2024-12-24
20,viewed,33,2024-12-03
20,add-to-cart,169,2024-11-21
20,viewed,6,2024-12-25
20,add-to-cart,36,2024-12-17
20,add-to-cart,172,2024-11-24
20,purchased,119,2024-12-20
20,purchased,91,2024-12-29
20,viewed,141,2024-11-30
20,viewed,68,2025-01-02
20,viewed,48,2024-11-28
20,add-to-cart,149,2024-12-07
20,viewed,110,2024-12-08
21,viewed,147,2024-06-14
21,viewed,134,2024-06-18
21,viewed,152,2024-06-16
21,add-to-cart,38,2024-07-17
21,viewed,26,2024-07-01
21,viewed,152,2024-06-19
21,add-to-cart,199,2024-07-23
21,viewed,147,2024-07-08
21,add-to-cart,172,2024-07-13
21,viewed,79,2024-08-11
21,viewed,81,2024-06-12
21,viewed,160,2024-08-01
21,viewed,187,2024-07-05
21,viewed,174,2024-08-02
21,add-to-cart,9,2024-07-26
21,add-to-cart,46,2024-07-01
21,viewed,125,2024-07-03
21,viewed,121,2024-08-02
21,viewed,39,2024-07-21
21,add-to-cart,198,2024-07-15
21,viewed,54,2024-06-28
21,viewed,150,2024-07-09
21,viewed,42,2024-07-02
21,add-to-cart,143,2024-07-10
21,viewed,57,2024-06-27
21,viewed,131,2024-07-09
21,add-to-cart,157,2024-07-29
21,viewed,139,2024-07-02
21,viewed,155,2024-07-18
21,add-to-cart,194,2024-06-15
21,add-to-cart,96,2024-07-18
21,viewed,168,2024-08-08
21,viewed,153,2024-08-06
21,viewed,137,2024-08-07
21,add-to-cart,7,2024-07-27
21,add-to-cart,128,2024-06-21
21,viewed,97,2024-06-27
21,add-to-cart,70,2024-07-30
21,viewed,152,2024-07-06
22,viewed,144,2024-09-26
22,viewed,131,2024-09-11
22,purchased,74,2024-08-31
22,viewed,30,2024-09-09
22,add-to-cart,196,2024-09-08
22,add-to-cart,132,2024-10-05
22,viewed,144,2024-08-13
22,viewed,34,2024-09-28
22,viewed,45,2024-09-07
22,viewed,196,2024-10-01
22,viewed,2,2024-09-07
22,add-to-cart,199,2024-09-25
22,add-to-cart,117,2024-09-23
22,viewed,85,2024-09-01
22,add-to-cart,161,2024-09-06
22,viewed,87,2024-08-25
22,viewed,75,2024-09-04
22,viewed,62,2024-08-09
22,add-to-cart,72,2024-10-04
22,add-to-cart,117,2024-10-06
22,viewed,29,2024-09-24
22,viewed,166,2024-08-09
22,purchased,91,2024-08-27
22,viewed,100,2024-09-19
22,viewed,51,2024-09-06
22,viewed,102,2024-09-29
22,viewed,124,2024-08-20
22,add-to-cart,47,2024-10-05
22,viewed,100,2024-08-23
22,viewed,45,2024-10-03
22,add-to-cart,19,2024-08-22
22,viewed,156,2024-09-01
22,viewed,15,2024-08-26
23,viewed,50,2025-05-13
23,viewed,113,2025-05-15
23,add-to-cart,2,2025-05-26
23,viewed,116,2025-05-20
23,viewed,3,2025-05-14
24,add-to-cart,109,2025-03-02
24,purchased,200,2025-03-11
24,viewed,200,2025-01-19
24,viewed,135,2025-02-08
24,viewed,14,2025-02-21
24,add-to-cart,152,2025-03-10
24,viewed,82,2025-02-01
24,viewed,172,2025-02-12
24,viewed,162,2025-02-06
24,viewed,187,2025-03-01
24,add-to-cart,66,2025-03-04
24,viewed,44,2025-01-14
24,purchased,25,2025-02-02
24,add-to-cart,171,2025-03-01
24,add-to-cart,94,2025-02-25
24,viewed,92,2025-02-16
24,viewed,186,2025-02-09
24,viewed,55,2025-03-07
24,viewed,6,2025-01-31
24,viewed,18,2025-01-18
24,purchased,190,2025-02-21
24,purchased,63,2025-03-08
24,viewed,45,2025-03-05
24,viewed,188,2025-02-09
24,viewed,163,2025-02-27
25,add-to-cart,25,2025-04-13
25,viewed,35,2025-03-29
25,add-to-cart,16,2025-04-03
25,purchased,182,2025-04-07
25,purchased,192,2025-04-23
25,viewed,53,2025-04-29
25,add-to-cart,30,2025-04-12
25,add-to-cart,132,2025-05-15
25,viewed,114,2025-05-18
25,add-to-cart,145,2025-05-04
25,viewed,62,2025-03-25
25,add-to-cart,68,2025-04-21
25,add-to-cart,7,2025-05-15
25,viewed,96,2025-05-22
25,viewed,9,2025-04-11
25,viewed,104,2025-04-20
25,viewed,68,2025-03-29
26,viewed,143,2024-10-09
26,viewed,88,2024-10-16
26,viewed,1,2024-10-13
26,viewed,157,2024-11-04
26,viewed,165,2024-10-07
26,viewed,137,2024-11-04
26,add-to-cart,61,2024-10-08
26,viewed,128,2024-10-13
26,viewed,90,2024-09-11
26,purchased,56,2024-10-19
26,purchased,115,2024-09-10
26,viewed,58,2024-10-18
26,viewed,3,2024-11-01
26,viewed,152,2024-09-18
26,add-to-cart,80,2024-09-12
26,viewed,119,2024-10-21
26,viewed,84,2024-10-17
26,viewed,35,2024-09-21
26,viewed,38,2024-09-14
26,add-to-cart,40,2024-10-29
26,viewed,199,2024-10-10
26,viewed,156,2024-10-22
26,purchased,79,2024-09-30
26,viewed,177,2024-10-25
26,add-to-cart,188,2024-10-29
26,viewed,40,2024-09-17
26,viewed,113,2024-11-05
26,viewed,36,2024-11-03
27,viewed,58,2025-02-20
27,purchased,51,2025-02-25
27,add-to-cart,134,2025-02-04
27,add-to-cart,8,2025-03-21
27,viewed,158,2025-02-16
27,add-to-cart,194,2025-02-07
27,viewed,26,2025-02-18
27,add-to-cart,123,2025-02-06
27,viewed,5,2025-01-27
27,add-to-cart,162,2025-03-18
27,viewed,38,2025-03-09
27,viewed,8,2025-01-30
27,viewed,56,2025-03-25
27,viewed,71,2025-03-21
27,add-to-cart,78,2025-02-18
27,viewed,95,2025-02-19
27,purchased,106,2025-03-10
27,viewed,111,2025-02-13
27,viewed,67,2025-02-21
27,purchased,193,2025-02-08
27,viewed,98,2025-01-27
27,purchased,7,2025-03-22
27,viewed,66,2025-03-04
27,add-to-cart,2,2025-02-08
27,viewed,92,2025-03-25
27,add-to-cart,162,2025-02-25
27,viewed,121,2025-02-15
27,viewed,54,2025-03-02
27,add-to-cart,110,2025-02-08
27,viewed,142,2025-03-19
27,viewed,21,2025-03-14
27,viewed,183,2025-02-22
27,viewed,91,2025-03-14
27,viewed,51,2025-03-01
27,purchased,1,2025-02-04
27,add-to-cart,17,2025-01-29
27,viewed,108,2025-02-17
27,add-to-cart,87,2025-03-21
27,add-to-cart,61,2025-02-04
27,viewed,200,2025-02-06
27,viewed,2,2025-03-19
27,add-to-cart,31,2025-03-19
27,viewed,188,2025-01-27
27,viewed,69,2025-02-04
27,viewed,94,2025-03-18
27,add-to-cart,92,2025-03-21
28,viewed,90,2024-09-28
28,viewed,26,2024-09-13
28,viewed,187,2024-10-11
28,viewed,143,2024-10-22
28,viewed,91,2024-09-15
28,viewed,156,2024-10-08
28,add-to-cart,181,2024-10-30
28,viewed,64,2024-10-21
28,add-to-cart,21,2024-10-13
28,add-to-cart,104,2024-09-28
28,viewed,157,2024-10-23
28,viewed,4,2024-10-08
28,viewed,193,2024-09-26
28,viewed,189,2024-10-25
28,viewed,134,2024-10-09
28,viewed,21,2024-09-24
28,viewed,73,2024-10-29
28,viewed,110,2024-11-05
28,viewed,23,2024-10-06
28,viewed,19,2024-10-23
28,viewed,193,2024-11-07
28,add-to-cart,141,2024-10-02
28,add-to-cart,74,2024-09-25
28,viewed,165,2024-10-08
28,add-to-cart,68,2024-09-18
28,viewed,10,2024-10-16
28,add-to-cart,147,2024-11-06
28,viewed,5,2024-10-22
28,add-to-cart,140,2024-09-20
29,add-to-cart,52,2025-05-16
29,add-to-cart,64,2025-05-02
29,viewed,105,2025-04-06
29,purchased,89,2025-05-12
29,add-to-cart,133,2025-04-30
29,add-to-cart,53,2025-05-14
29,purchased,5,2025-05-01
29,viewed,47,2025-03-19
29,viewed,67,2025-05-12
29,viewed,29,2025-03-27
29,viewed,99,2025-04-07
29,add-to-cart,25,2025-05-03
29,viewed,19,2025-05-07
29,add-to-cart,33,2025-04-03
29,viewed,157,2025-04-28
29,purchased,134,2025-04-28
29,add-to-cart,9,2025-03-29
29,viewed,137,2025-04-10
29,purchased,131,2025-04-22
29,viewed,35,2025-05-16
29,add-to-cart,4,2025-04-16
29,viewed,141,2025-05-11
29,viewed,190,2025-05-03
29,viewed,116,2025-03-30
29,add-to-cart,142,2025-03-18
29,viewed,155,2025-03-27
29,add-to-cart,1,2025-04-12
29,purchased,185,2025-03-28
29,add-to-cart,163,2025-03-29
29,add-to-cart,31,2025-04-22
29,viewed,58,2025-04-14
29,viewed,133,2025-04-13
29,add-to-cart,41,2025-03-31
30,add-to-cart,179,2025-05-05
30,viewed,56,2025-04-01
30,viewed,141,2025-04-28
30,add-to-cart,177,2025-04-10
30,viewed,188,2025-05-11
30,add-to-cart,19,2025-04-15
30,purchased,20,2025-05-24
30,viewed,97,2025-05-26
30,purchased,55,2025-04-28
30,add-to-cart,34,2025-04-12
30,viewed,114,2025-04-19
30,add-to-cart,183,2025-05-05
30,viewed,35,2025-05-23
30,add-to-cart,90,2025-04-30
30,add-to-cart,152,2025-03-30
30,purchased,20,2025-05-20
30,viewed,98,2025-04-15
30,viewed,174,2025-04-15
30,purchased,11,2025-04-02
30,viewed,34,2025-04-08
30,viewed,65,2025-04-09
30,viewed,40,2025-05-10
30,add-to-cart,23,2025-05-22
30,add-to-cart,119,2025-05-25
30,viewed,149,2025-04-09
30,viewed,50,2025-05-24
30,viewed,61,2025-04-27
30,purchased,11,2025-05-01
30,add-to-cart,59,2025-04-24
30,purchased,86,2025-04-10
30,viewed,128,2025-04-23
30,add-to-cart,144,2025-04-20
30,viewed,123,2025-05-14
30,add-to-cart,41,2025-04-05
30,viewed,56,2025-05-06
30,viewed,184,2025-05-02
30,viewed,59,2025-04-18
30,purchased,112,2025-04-04
30,viewed,55,2025-04-06
30,viewed,176,2025-05-11
30,viewed,64,2025-04-30
30,add-to-cart,26,2025-05-01
30,viewed,36,2025-05-07
30,viewed,130,2025-04-02
30,viewed,14,2025-05-11
30,viewed,69,2025-05-25
30,add-to-cart,164,2025-04-15
30,viewed,129,2025-04-03
30,viewed,28,2025-04-17
31,add-to-cart,72,2024-12-09
31,viewed,3,2025-01-10
31,viewed,154,2025-01-22
31,viewed,195,2024-12-02
31,add-to-cart,65,2025-01-06
31,viewed,116,2025-01-15
31,viewed,97,2024-11-25
31,purchased,145,2024-12-22
31,add-to-cart,130,2024-12-04
31,viewed,155,2024-12-29
31,viewed,133,2024-12-12
31,add-to-cart,179,2025-01-10
31,viewed,17,2024-12-05
31,add-to-cart,123,2024-12-10
31,viewed,129,2024-12-24
31,add-to-cart,40,2024-12-28
31,viewed,107,2025-01-11
31,viewed,22,2024-12-08
32,viewed,61,2024-09-03
32,viewed,146,2024-07-16
32,viewed,5,2024-08-30
32,add-to-cart,161,2024-08-19
32,viewed,65,2024-07-25
32,viewed,82,2024-08-24
33,viewed,45,2024-06-03
33,purchased,101,2024-07-21
33,add-to-cart,96,2024-07-03
33,add-to-cart,6,2024-07-23
33,viewed,37,2024-06-28
33,viewed,118,2024-06-01
33,viewed,112,2024-06-08
33,viewed,131,2024-07-20
33,viewed,149,2024-06-30
33,viewed,124,2024-06-13
33,add-to-cart,180,2024-07-27
33,viewed,144,2024-07-30
33,add-to-cart,122,2024-07-08
33,viewed,127,2024-07-02
33,viewed,52,2024-07-03
33,add-to-cart,174,2024-06-07
33,viewed,63,2024-07-03
33,viewed,143,2024-06-04
33,viewed,38,2024-06-23
33,add-to-cart,19,2024-06-13
33,viewed,37,2024-07-06
